Estacao,Data,Hora,Precipitacao
83783,01/01/2015,1200,"32,8"
83783,02/01/2015,1200,"19,6"
83783,03/01/2015,1200,"15,7"
83783,04/01/2015,1200,"2,4"
83783,05/01/2015,1200,"37,2"
83783,06/01/2015,1200,"11,4"
83783,07/01/2015,1200,0
83783,08/01/2015,1200,"8,9"
83783,09/01/2015,1200,"53,2"
83783,10/01/2015,1200,0
83783,11/01/2015,1200,0
83783,12/01/2015,1200,"9,2"
83783,13/01/2015,1200,0
83783,14/01/2015,1200,"58,5"
83783,15/01/2015,1200,0
83783,16/01/2015,1200,0
83783,17/01/2015,1200,0
83783,18/01/2015,1200,0
83783,19/01/2015,1200,0
83783,20/01/2015,1200,0
83783,21/01/2015,1200,"6,1"
83783,22/01/2015,1200,0
83783,23/01/2015,1200,0
83783,24/01/2015,1200,0
83783,25/01/2015,1200,0
83783,26/01/2015,1200,"14,7"
83783,27/01/2015,1200,"13,2"
83783,28/01/2015,1200,"5,8"
83783,29/01/2015,1200,"37,2"
83783,30/01/2015,1200,"41,7"
83783,31/01/2015,1200,0
83783,01/02/2015,1200,0
83783,02/02/2015,1200,0
83783,03/02/2015,1200,"2,5"
83783,04/02/2015,1200,"101,5"
83783,05/02/2015,1200,6
83783,06/02/2015,1200,"15,8"
83783,07/02/2015,1200,0
83783,08/02/2015,1200,0
83783,09/02/2015,1200,0
83783,10/02/2015,1200,0
83783,11/02/2015,1200,"1,5"
83783,12/02/2015,1200,0
83783,13/02/2015,1200,0
83783,14/02/2015,1200,23
83783,15/02/2015,1200,29
83783,16/02/2015,1200,"7,5"
83783,17/02/2015,1200,"1,7"
83783,18/02/2015,1200,"10,3"
83783,19/02/2015,1200,0
83783,20/02/2015,1200,"10,9"
83783,21/02/2015,1200,"15,7"
83783,22/02/2015,1200,"0,6"
83783,23/02/2015,1200,0
83783,24/02/2015,1200,0
83783,25/02/2015,1200,"7,2"
83783,26/02/2015,1200,0
83783,27/02/2015,1200,"0,7"
83783,28/02/2015,1200,"26,3"
83783,01/03/2015,1200,0
83783,02/03/2015,1200,0
83783,03/03/2015,1200,0
83783,04/03/2015,1200,0
83783,05/03/2015,1200,0
83783,06/03/2015,1200,"1,4"
83783,07/03/2015,1200,"38,5"
83783,08/03/2015,1200,"6,3"
83783,09/03/2015,1200,6
83783,10/03/2015,1200,"8,7"
83783,11/03/2015,1200,0
83783,12/03/2015,1200,0
83783,13/03/2015,1200,"6,5"
83783,14/03/2015,1200,0
83783,15/03/2015,1200,0
83783,16/03/2015,1200,"0,7"
83783,17/03/2015,1200,"0,8"
83783,18/03/2015,1200,0
83783,19/03/2015,1200,0
83783,20/03/2015,1200,0
83783,21/03/2015,1200,"2,4"
83783,22/03/2015,1200,"6,1"
83783,23/03/2015,1200,0
83783,24/03/2015,1200,0
83783,25/03/2015,1200,0
83783,26/03/2015,1200,0
83783,27/03/2015,1200,"2,8"
83783,28/03/2015,1200,0
83783,29/03/2015,1200,0
83783,30/03/2015,1200,"23,8"
83783,31/03/2015,1200,0
83783,01/04/2015,1200,0
83783,02/04/2015,1200,0
83783,03/04/2015,1200,0
83783,04/04/2015,1200,0
83783,05/04/2015,1200,"7,5"
83783,06/04/2015,1200,0
83783,07/04/2015,1200,0
83783,08/04/2015,1200,0
83783,09/04/2015,1200,0
83783,10/04/2015,1200,0
83783,11/04/2015,1200,0
83783,12/04/2015,1200,0
83783,13/04/2015,1200,0
83783,14/04/2015,1200,0
83783,15/04/2015,1200,0
83783,16/04/2015,1200,"2,3"
83783,17/04/2015,1200,0
83783,18/04/2015,1200,15
83783,19/04/2015,1200,"0,6"
83783,20/04/2015,1200,0
83783,21/04/2015,1200,0
83783,22/04/2015,1200,"10,2"
83783,23/04/2015,1200,"1,3"
83783,24/04/2015,1200,0
83783,25/04/2015,1200,0
83783,26/04/2015,1200,0
83783,27/04/2015,1200,0
83783,28/04/2015,1200,0
83783,29/04/2015,1200,0
83783,30/04/2015,1200,0
83783,01/05/2015,1200,0
83783,02/05/2015,1200,0
83783,03/05/2015,1200,0
83783,04/05/2015,1200,"50,6"
83783,05/05/2015,1200,0
83783,06/05/2015,1200,0
83783,07/05/2015,1200,0
83783,08/05/2015,1200,0
83783,09/05/2015,1200,0
83783,10/05/2015,1200,"20,2"
83783,11/05/2015,1200,"36,2"
83783,12/05/2015,1200,0
83783,13/05/2015,1200,0
83783,14/05/2015,1200,0
83783,15/05/2015,1200,"0,6"
83783,16/05/2015,1200,0
83783,17/05/2015,1200,0
83783,18/05/2015,1200,0
83783,19/05/2015,1200,0
83783,20/05/2015,1200,0
83783,21/05/2015,1200,0
83783,22/05/2015,1200,0
83783,23/05/2015,1200,0
83783,24/05/2015,1200,0
83783,25/05/2015,1200,0
83783,26/05/2015,1200,"17,5"
83783,27/05/2015,1200,"31,7"
83783,28/05/2015,1200,25
83783,29/05/2015,1200,0
83783,30/05/2015,1200,"0,3"
83783,31/05/2015,1200,"12,5"
83783,01/06/2015,1200,"0,4"
83783,02/06/2015,1200,0
83783,03/06/2015,1200,0
83783,04/06/2015,1200,0
83783,05/06/2015,1200,0
83783,06/06/2015,1200,0
83783,07/06/2015,1200,0
83783,08/06/2015,1200,0
83783,09/06/2015,1200,0
83783,10/06/2015,1200,0
83783,11/06/2015,1200,0
83783,12/06/2015,1200,"15,6"
83783,13/06/2015,1200,"25,2"
83783,14/06/2015,1200,0
83783,15/06/2015,1200,"11,4"
83783,16/06/2015,1200,0
83783,17/06/2015,1200,0
83783,18/06/2015,1200,0
83783,19/06/2015,1200,"4,4"
83783,20/06/2015,1200,0
83783,21/06/2015,1200,0
83783,22/06/2015,1200,0
83783,23/06/2015,1200,0
83783,24/06/2015,1200,0
83783,25/06/2015,1200,0
83783,26/06/2015,1200,0
83783,27/06/2015,1200,0
83783,28/06/2015,1200,0
83783,29/06/2015,1200,0
83783,30/06/2015,1200,0
83783,01/07/2015,1200,"13,4"
83783,02/07/2015,1200,"2,2"
83783,03/07/2015,1200,"111,8"
83783,04/07/2015,1200,"35,5"
83783,05/07/2015,1200,0
83783,06/07/2015,1200,0
83783,07/07/2015,1200,"11,6"
83783,08/07/2015,1200,"28,4"
83783,09/07/2015,1200,"10,2"
83783,10/07/2015,1200,"0,2"
83783,11/07/2015,1200,"61,4"
83783,12/07/2015,1200,"41,3"
83783,13/07/2015,1200,"17,9"
83783,14/07/2015,1200,0
83783,15/07/2015,1200,"34,1"
83783,16/07/2015,1200,"20,4"
83783,17/07/2015,1200,"62,1"
83783,18/07/2015,1200,"17,4"
83783,19/07/2015,1200,0
83783,20/07/2015,1200,0
83783,21/07/2015,1200,"4,2"
83783,22/07/2015,1200,0
83783,23/07/2015,1200,0
83783,24/07/2015,1200,"0,8"
83783,25/07/2015,1200,"4,2"
83783,26/07/2015,1200,0
83783,27/07/2015,1200,0
83783,28/07/2015,1200,0
83783,29/07/2015,1200,0
83783,30/07/2015,1200,0
83783,31/07/2015,1200,0
83783,01/08/2015,1200,0
83783,02/08/2015,1200,0
83783,03/08/2015,1200,0
83783,04/08/2015,1200,0
83783,05/08/2015,1200,0
83783,06/08/2015,1200,0
83783,07/08/2015,1200,0
83783,08/08/2015,1200,0
83783,09/08/2015,1200,0
83783,10/08/2015,1200,0
83783,11/08/2015,1200,0
83783,12/08/2015,1200,0
83783,13/08/2015,1200,0
83783,14/08/2015,1200,0
83783,15/08/2015,1200,0
83783,16/08/2015,1200,0
83783,17/08/2015,1200,0
83783,18/08/2015,1200,0
83783,19/08/2015,1200,3
83783,20/08/2015,1200,0
83783,21/08/2015,1200,0
83783,22/08/2015,1200,0
83783,23/08/2015,1200,0
83783,24/08/2015,1200,"6,4"
83783,25/08/2015,1200,"14,6"
83783,26/08/2015,1200,0
83783,27/08/2015,1200,"18,4"
83783,28/08/2015,1200,0
83783,29/08/2015,1200,0
83783,30/08/2015,1200,0
83783,31/08/2015,1200,0
83783,01/09/2015,1200,0
83783,02/09/2015,1200,0
83783,03/09/2015,1200,0
83783,04/09/2015,1200,0
83783,05/09/2015,1200,"0,7"
83783,06/09/2015,1200,"3,2"
83783,07/09/2015,1200,0
83783,08/09/2015,1200,"114,5"
83783,09/09/2015,1200,"21,2"
83783,10/09/2015,1200,"0,6"
83783,11/09/2015,1200,"34,6"
83783,12/09/2015,1200,0
83783,13/09/2015,1200,0
83783,14/09/2015,1200,0
83783,15/09/2015,1200,0
83783,16/09/2015,1200,0
83783,17/09/2015,1200,0
83783,18/09/2015,1200,0
83783,19/09/2015,1200,"2,9"
83783,20/09/2015,1200,0
83783,21/09/2015,1200,0
83783,22/09/2015,1200,0
83783,23/09/2015,1200,0
83783,24/09/2015,1200,0
83783,25/09/2015,1200,0
83783,26/09/2015,1200,"37,5"
83783,27/09/2015,1200,0
83783,28/09/2015,1200,14
83783,29/09/2015,1200,0
83783,30/09/2015,1200,"38,7"
83783,01/10/2015,1200,"0,4"
83783,02/10/2015,1200,0
83783,03/10/2015,1200,"44,9"
83783,04/10/2015,1200,"3,2"
83783,05/10/2015,1200,0
83783,06/10/2015,1200,0
83783,07/10/2015,1200,0
83783,08/10/2015,1200,0
83783,09/10/2015,1200,0
83783,10/10/2015,1200,"33,9"
83783,11/10/2015,1200,"32,9"
83783,12/10/2015,1200,"40,3"
83783,13/10/2015,1200,"4,1"
83783,14/10/2015,1200,0
83783,15/10/2015,1200,0
83783,16/10/2015,1200,0
83783,17/10/2015,1200,0
83783,18/10/2015,1200,0
83783,19/10/2015,1200,0
83783,20/10/2015,1200,0
83783,21/10/2015,1200,"4,7"
83783,22/10/2015,1200,0
83783,23/10/2015,1200,"54,5"
83783,24/10/2015,1200,0
83783,25/10/2015,1200,0
83783,26/10/2015,1200,0
83783,27/10/2015,1200,0
83783,28/10/2015,1200,0
83783,29/10/2015,1200,0
83783,30/10/2015,1200,0
83783,31/10/2015,1200,"0,4"
83783,01/11/2015,1200,"18,1"
83783,02/11/2015,1200,"18,4"
83783,03/11/2015,1200,"8,5"
83783,04/11/2015,1200,"26,9"
83783,05/11/2015,1200,"17,1"
83783,06/11/2015,1200,"5,6"
83783,07/11/2015,1200,0
83783,08/11/2015,1200,"0,9"
83783,09/11/2015,1200,"4,3"
83783,10/11/2015,1200,0
83783,11/11/2015,1200,0
83783,12/11/2015,1200,"1,2"
83783,13/11/2015,1200,"60,8"
83783,14/11/2015,1200,0
83783,15/11/2015,1200,"3,3"
83783,16/11/2015,1200,"12,6"
83783,17/11/2015,1200,"11,8"
83783,18/11/2015,1200,"35,6"
83783,19/11/2015,1200,0
83783,20/11/2015,1200,"80,3"
83783,21/11/2015,1200,0
83783,22/11/2015,1200,0
83783,23/11/2015,1200,"4,2"
83783,24/11/2015,1200,"85,1"
83783,25/11/2015,1200,"34,3"
83783,26/11/2015,1200,"0,2"
83783,27/11/2015,1200,0
83783,28/11/2015,1200,"53,5"
83783,29/11/2015,1200,"10,9"
83783,30/11/2015,1200,0
83783,01/12/2015,1200,"6,5"
83783,02/12/2015,1200,0
83783,03/12/2015,1200,33
83783,04/12/2015,1200,4
83783,05/12/2015,1200,10
83783,06/12/2015,1200,"4,3"
83783,07/12/2015,1200,"16,6"
83783,08/12/2015,1200,0
83783,09/12/2015,1200,0
83783,10/12/2015,1200,"12,1"
83783,11/12/2015,1200,0
83783,12/12/2015,1200,"36,5"
83783,13/12/2015,1200,0
83783,14/12/2015,1200,15
83783,15/12/2015,1200,"2,6"
83783,16/12/2015,1200,0
83783,17/12/2015,1200,0
83783,18/12/2015,1200,0
83783,19/12/2015,1200,0
83783,20/12/2015,1200,"44,7"
83783,21/12/2015,1200,"2,9"
83783,22/12/2015,1200,0
83783,23/12/2015,1200,0
83783,24/12/2015,1200,18
83783,25/12/2015,1200,"16,7"
83783,26/12/2015,1200,"8,5"
83783,27/12/2015,1200,"3,3"
83783,28/12/2015,1200,"24,6"
83783,29/12/2015,1200,0
83783,30/12/2015,1200,23
83783,31/12/2015,1200,"0,7"
83783,01/01/2016,1200,"2,5"
83783,02/01/2016,1200,"5,6"
83783,03/01/2016,1200,"2,2"
83783,04/01/2016,1200,"1,7"
83783,05/01/2016,1200,0
83783,06/01/2016,1200,0
83783,07/01/2016,1200,0
83783,08/01/2016,1200,0
83783,09/01/2016,1200,"53,4"
83783,10/01/2016,1200,9
83783,11/01/2016,1200,"36,2"
83783,12/01/2016,1200,"15,5"
83783,13/01/2016,1200,"0,2"
83783,14/01/2016,1200,"1,5"
83783,15/01/2016,1200,"3,5"
83783,16/01/2016,1200,0
83783,17/01/2016,1200,0
83783,18/01/2016,1200,0
83783,19/01/2016,1200,0
83783,20/01/2016,1200,0
83783,21/01/2016,1200,0
83783,22/01/2016,1200,0
83783,23/01/2016,1200,0
83783,24/01/2016,1200,0
83783,25/01/2016,1200,"0,2"
83783,26/01/2016,1200,"8,5"
83783,27/01/2016,1200,"12,9"
83783,28/01/2016,1200,2
83783,29/01/2016,1200,0
83783,30/01/2016,1200,0
83783,31/01/2016,1200,"12,4"
83783,01/02/2016,1200,"24,9"
83783,02/02/2016,1200,"30,1"
83783,03/02/2016,1200,0
83783,04/02/2016,1200,"18,7"
83783,05/02/2016,1200,"3,8"
83783,06/02/2016,1200,0
83783,07/02/2016,1200,0
83783,08/02/2016,1200,"6,2"
83783,09/02/2016,1200,0
83783,10/02/2016,1200,"11,4"
83783,11/02/2016,1200,"10,2"
83783,12/02/2016,1200,"3,7"
83783,13/02/2016,1200,0
83783,14/02/2016,1200,0
83783,15/02/2016,1200,0
83783,16/02/2016,1200,"12,9"
83783,17/02/2016,1200,"24,6"
83783,18/02/2016,1200,"2,9"
83783,19/02/2016,1200,"0,9"
83783,20/02/2016,1200,0
83783,21/02/2016,1200,0
83783,22/02/2016,1200,10
83783,23/02/2016,1200,"28,6"
83783,24/02/2016,1200,"14,2"
83783,25/02/2016,1200,"10,4"
83783,26/02/2016,1200,"2,1"
83783,27/02/2016,1200,"16,8"
83783,28/02/2016,1200,"32,9"
83783,29/02/2016,1200,"5,6"
83783,01/03/2016,1200,0
83783,02/03/2016,1200,0
83783,03/03/2016,1200,"0,3"
83783,04/03/2016,1200,0
83783,05/03/2016,1200,0
83783,06/03/2016,1200,0
83783,07/03/2016,1200,0
83783,08/03/2016,1200,0
83783,09/03/2016,1200,1
83783,10/03/2016,1200,"5,3"
83783,11/03/2016,1200,"2,1"
83783,12/03/2016,1200,0
83783,13/03/2016,1200,0
83783,14/03/2016,1200,0
83783,15/03/2016,1200,0
83783,16/03/2016,1200,1
83783,17/03/2016,1200,0
83783,18/03/2016,1200,0
83783,19/03/2016,1200,0
83783,20/03/2016,1200,0
83783,21/03/2016,1200,0
83783,22/03/2016,1200,0
83783,23/03/2016,1200,"6,1"
83783,24/03/2016,1200,"59,6"
83783,25/03/2016,1200,"30,3"
83783,26/03/2016,1200,"51,6"
83783,27/03/2016,1200,0
83783,28/03/2016,1200,0
83783,29/03/2016,1200,0
83783,30/03/2016,1200,0
83783,31/03/2016,1200,0
83783,01/04/2016,1200,"3,6"
83783,02/04/2016,1200,0
83783,03/04/2016,1200,0
83783,04/04/2016,1200,0
83783,05/04/2016,1200,0
83783,06/04/2016,1200,0
83783,07/04/2016,1200,0
83783,08/04/2016,1200,0
83783,09/04/2016,1200,0
83783,10/04/2016,1200,0
83783,11/04/2016,1200,0
83783,12/04/2016,1200,0
83783,13/04/2016,1200,0
83783,14/04/2016,1200,"2,2"
83783,15/04/2016,1200,0
83783,16/04/2016,1200,0
83783,17/04/2016,1200,0
83783,18/04/2016,1200,0
83783,19/04/2016,1200,0
83783,20/04/2016,1200,0
83783,21/04/2016,1200,0
83783,22/04/2016,1200,0
83783,23/04/2016,1200,0
83783,24/04/2016,1200,0
83783,25/04/2016,1200,0
83783,26/04/2016,1200,"56,1"
83783,27/04/2016,1200,"6,5"
83783,28/04/2016,1200,0
83783,29/04/2016,1200,0
83783,30/04/2016,1200,0
83783,01/05/2016,1200,0
83783,02/05/2016,1200,0
83783,03/05/2016,1200,0
83783,04/05/2016,1200,0
83783,05/05/2016,1200,0
83783,06/05/2016,1200,0
83783,07/05/2016,1200,"6,3"
83783,08/05/2016,1200,"4,1"
83783,09/05/2016,1200,"75,6"
83783,10/05/2016,1200,52
83783,11/05/2016,1200,"17,8"
83783,12/05/2016,1200,0
83783,13/05/2016,1200,0
83783,14/05/2016,1200,0
83783,15/05/2016,1200,0
83783,16/05/2016,1200,"13,9"
83783,17/05/2016,1200,0
83783,18/05/2016,1200,"1,1"
83783,19/05/2016,1200,0
83783,20/05/2016,1200,"2,2"
83783,21/05/2016,1200,"3,4"
83783,22/05/2016,1200,"0,2"
83783,23/05/2016,1200,4
83783,24/05/2016,1200,0
83783,25/05/2016,1200,0
83783,26/05/2016,1200,0
83783,27/05/2016,1200,"7,8"
83783,28/05/2016,1200,"2,5"
83783,29/05/2016,1200,"11,9"
83783,30/05/2016,1200,"9,4"
83783,31/05/2016,1200,"25,2"
83783,01/06/2016,1200,"1,9"
83783,02/06/2016,1200,"2,9"
83783,03/06/2016,1200,0
83783,04/06/2016,1200,0
83783,05/06/2016,1200,"8,2"
83783,06/06/2016,1200,"8,5"
83783,07/06/2016,1200,0
83783,08/06/2016,1200,0
83783,09/06/2016,1200,0
83783,10/06/2016,1200,0
83783,11/06/2016,1200,0
83783,12/06/2016,1200,0
83783,13/06/2016,1200,0
83783,14/06/2016,1200,0
83783,15/06/2016,1200,0
83783,16/06/2016,1200,0
83783,17/06/2016,1200,0
83783,18/06/2016,1200,"10,5"
83783,19/06/2016,1200,"72,2"
83783,20/06/2016,1200,"8,9"
83783,21/06/2016,1200,"15,4"
83783,22/06/2016,1200,"8,1"
83783,23/06/2016,1200,"5,5"
83783,24/06/2016,1200,0
83783,25/06/2016,1200,0
83783,26/06/2016,1200,0
83783,27/06/2016,1200,0
83783,28/06/2016,1200,0
83783,29/06/2016,1200,0
83783,30/06/2016,1200,0
83783,01/07/2016,1200,0
83783,02/07/2016,1200,0
83783,03/07/2016,1200,0
83783,04/07/2016,1200,0
83783,05/07/2016,1200,0
83783,06/07/2016,1200,0
83783,07/07/2016,1200,"4,6"
83783,08/07/2016,1200,0
83783,09/07/2016,1200,0
83783,10/07/2016,1200,0
83783,11/07/2016,1200,0
83783,12/07/2016,1200,0
83783,13/07/2016,1200,"11,5"
83783,14/07/2016,1200,0
83783,15/07/2016,1200,"5,7"
83783,16/07/2016,1200,"35,1"
83783,17/07/2016,1200,0
83783,18/07/2016,1200,0
83783,19/07/2016,1200,0
83783,20/07/2016,1200,0
83783,21/07/2016,1200,0
83783,22/07/2016,1200,0
83783,23/07/2016,1200,0
83783,24/07/2016,1200,0
83783,25/07/2016,1200,0
83783,26/07/2016,1200,0
83783,27/07/2016,1200,0
83783,28/07/2016,1200,0
83783,29/07/2016,1200,0
83783,30/07/2016,1200,0
83783,31/07/2016,1200,0
83783,01/08/2016,1200,0
83783,02/08/2016,1200,0
83783,03/08/2016,1200,0
83783,04/08/2016,1200,0
83783,05/08/2016,1200,0
83783,06/08/2016,1200,0
83783,07/08/2016,1200,0
83783,08/08/2016,1200,"11,6"
83783,09/08/2016,1200,"25,6"
83783,10/08/2016,1200,0
83783,11/08/2016,1200,0
83783,12/08/2016,1200,0
83783,13/08/2016,1200,0
83783,14/08/2016,1200,0
83783,16/08/2016,1200,0
83783,17/08/2016,1200,0
83783,18/08/2016,1200,"3,9"
83783,19/08/2016,1200,"37,4"
83783,20/08/2016,1200,"38,5"
83783,21/08/2016,1200,"52,5"
83783,22/08/2016,1200,0
83783,23/08/2016,1200,0
83783,24/08/2016,1200,0
83783,25/08/2016,1200,0
83783,26/08/2016,1200,0
83783,27/08/2016,1200,0
83783,28/08/2016,1200,0
83783,29/08/2016,1200,0
83783,30/08/2016,1200,"19,1"
83783,31/08/2016,1200,"11,1"
83783,01/09/2016,1200,0
83783,02/09/2016,1200,0
83783,03/09/2016,1200,0
83783,04/09/2016,1200,"1,2"
83783,05/09/2016,1200,"0,5"
83783,06/09/2016,1200,"13,7"
83783,07/09/2016,1200,0
83783,08/09/2016,1200,0
83783,09/09/2016,1200,0
83783,10/09/2016,1200,0
83783,11/09/2016,1200,0
83783,12/09/2016,1200,0
83783,13/09/2016,1200,0
83783,14/09/2016,1200,"1,7"
83783,15/09/2016,1200,0
83783,16/09/2016,1200,0
83783,17/09/2016,1200,0
83783,18/09/2016,1200,0
83783,19/09/2016,1200,24
83783,20/09/2016,1200,"8,1"
83783,21/09/2016,1200,0
83783,22/09/2016,1200,0
83783,23/09/2016,1200,0
83783,24/09/2016,1200,0
83783,25/09/2016,1200,0
83783,26/09/2016,1200,0
83783,27/09/2016,1200,0
83783,28/09/2016,1200,0
83783,29/09/2016,1200,0
83783,30/09/2016,1200,0
83783,01/10/2016,1200,"1,2"
83783,02/10/2016,1200,0
83783,03/10/2016,1200,11
83783,04/10/2016,1200,"20,8"
83783,05/10/2016,1200,0
83783,06/10/2016,1200,"2,4"
83783,07/10/2016,1200,0
83783,08/10/2016,1200,0
83783,09/10/2016,1200,0
83783,10/10/2016,1200,0
83783,11/10/2016,1200,0
83783,12/10/2016,1200,4
83783,13/10/2016,1200,"19,3"
83783,14/10/2016,1200,"77,3"
83783,15/10/2016,1200,0
83783,16/10/2016,1200,0
83783,17/10/2016,1200,0
83783,18/10/2016,1200,0
83783,19/10/2016,1200,0
83783,20/10/2016,1200,0
83783,21/10/2016,1200,0
83783,22/10/2016,1200,0
83783,23/10/2016,1200,0
83783,24/10/2016,1200,0
83783,25/10/2016,1200,"72,8"
83783,26/10/2016,1200,"52,4"
83783,27/10/2016,1200,"65,7"
83783,28/10/2016,1200,0
83783,29/10/2016,1200,0
83783,30/10/2016,1200,0
83783,31/10/2016,1200,0
83783,01/11/2016,1200,0
83783,02/11/2016,1200,0
83783,03/11/2016,1200,40
83783,04/11/2016,1200,0
83783,05/11/2016,1200,0
83783,06/11/2016,1200,0
83783,07/11/2016,1200,0
83783,08/11/2016,1200,0
83783,09/11/2016,1200,0
83783,10/11/2016,1200,0
83783,11/11/2016,1200,0
83783,12/11/2016,1200,"23,1"
83783,13/11/2016,1200,0
83783,14/11/2016,1200,0
83783,15/11/2016,1200,0
83783,16/11/2016,1200,0
83783,17/11/2016,1200,0
83783,18/11/2016,1200,0
83783,19/11/2016,1200,0
83783,20/11/2016,1200,0
83783,21/11/2016,1200,0
83783,22/11/2016,1200,0
83783,23/11/2016,1200,0
83783,24/11/2016,1200,0
83783,25/11/2016,1200,0
83783,26/11/2016,1200,"9,7"
83783,27/11/2016,1200,0
83783,28/11/2016,1200,2
83783,29/11/2016,1200,0
83783,30/11/2016,1200,0
83783,01/12/2016,1200,0
83783,02/12/2016,1200,0
83783,03/12/2016,1200,70
83783,04/12/2016,1200,8
83783,05/12/2016,1200,0
83783,06/12/2016,1200,0
83783,07/12/2016,1200,0
83783,08/12/2016,1200,0
83783,09/12/2016,1200,"10,5"
83783,10/12/2016,1200,"22,3"
83783,11/12/2016,1200,"19,6"
83783,12/12/2016,1200,"17,7"
83783,13/12/2016,1200,0
83783,14/12/2016,1200,0
83783,15/12/2016,1200,0
83783,16/12/2016,1200,0
83783,17/12/2016,1200,0
83783,18/12/2016,1200,0
83783,19/12/2016,1200,"9,8"
83783,20/12/2016,1200,"1,4"
83783,21/12/2016,1200,2
83783,22/12/2016,1200,"5,5"
